market,stock_code,corp_name,fiscal_year,eval_year,firm_size_group,industry_macro_category,listed_year,current_ratio,cash_ratio,assets_total,equity_ratio,debt_ratio,total_borrowings_ratio,capital_impairment_ratio,net_margin,gross_profit,interest_coverage_ratio,pretax_roa,operating_roa,pretax_roe,ocf_to_total_liabilities,ocf_to_total_borrowings,ocf_to_sales,cashflow_coverage_ratio,accruals_ratio,depreciation,intangible_assets_ratio,total_debt_turnover,dividend_payer,market_to_book,spec_spread,short_term_borrowings_share,total_assets_growth,net_margin_diff,is_2y_consecutive_ocf_deficit,icr_under_1,is_2y_consecutive_operating_loss,market_KOSDAQ,market_KOSPI,firm_size_group_large,firm_size_group_mid_sized,firm_size_group_other,firm_size_group_small_and_medium,industry_macro_category_construction,industry_macro_category_it_services,industry_macro_category_manufacturing,industry_macro_category_other,industry_macro_category_transport_storage,industry_macro_category_wholesale_retail
KOSDAQ,003100,(주)선광,2025,2026,other,transport_storage,1999,2.2596927193616514,1.4279153528923716,691288235,0.6280507406581279,0.5922280402887675,0.09639953007445584,-64.78243757575757,0.20733651881256873,60427170,6.113902742414625,0.06063484792273371,0.05987390339429109,0.09654450508122174,0.2631855148167006,1.015478573702307,0.3553756934033285,9.996008914247122,-0.04077881637895949,34293079,0.0044171082992610165,0.7405838938962042,1,0,5.803,0.015103993089061215,0.04809004451430766,0.055806717503313896,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
KOSDAQ,003310,대주산업(주),2025,2026,other,manufacturing,1992,2.3374084401124797,0.913958198308253,147121335,0.7603070214119523,0.31525814156354665,0.016846040718703374,-4.982902064192275,0.06693063375550745,25459656,36.12798336854835,0.05908469359661534,0.07229018143425629,0.07771162429473588,0.42288318742275927,6.016970544041911,0.147673254792555,50.657078218097574,-0.055421302423608376,2650112,0.010422118586675412,2.86364100267721,1,0,5.803,0.6772126668205286,0.3205196014375546,-0.011489136846071751,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
KOSDAQ,003380,(주)하림지주,2025,2026,other,it_services,2017,0.7574684579466705,0.2286239776787148,17008288000,0.3690902341258568,1.709364560588748,0.2549134868835711,-557.4053549190536,0.03887737493571643,2336816000,2.0501762719069245,0.03544219147747263,0.0521761508271732,0.0960258175386649,0.10633682161313876,0.2631831687210337,0.0863471824648631,2.636149833431134,-0.03688248928992736,699531000,0.012960916466136979,1.231503085308081,1,0,5.803,0.8476004245738001,0.057797899590259515,0.024633295736885892,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
KOSDAQ,003800,(주)에이스침대,2025,2026,other,manufacturing,1996,3.4827930923581496,0.9376673055596471,818415436,0.9145027074000593,0.09349047376922152,0.0,-66.48810928764652,0.1764240505256863,197545478,407.4807864703002,0.08733517215821428,0.0660923958917119,0.09550017889669138,0.7354940139672121,,0.1622110087249177,387.6922671287054,0.005509830095628841,12583172,3.643259729524456e-05,4.534180631442129,1,0,5.803,,0.04597278734569999,-0.025756511950458055,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
KOSDAQ,004590,(주)한국가구,2025,2026,other,wholesale_retail,1993,2.6679103793895713,0.26697569803304955,252695150,0.7909147682494104,0.26435874021340283,0.05390242749019916,-132.24021733333333,0.1007303069555601,41048172,31.201117825418518,0.07307920235113337,0.0693900496309486,0.09239832822047933,0.15761157830297684,0.6113686323690345,0.058801939348740374,14.817823994989181,0.023497831280101734,1105596,0.0010183891538875992,2.680380614119203,1,0,5.803,1.0,0.05597720583277509,-0.023459891234988525,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
KOSDAQ,004650,(주)창해에탄올,2025,2026,other,manufacturing,2014,1.3306298849957219,0.13899331208619464,194591451,0.7484939459133793,0.3360161501102196,0.14871613244715462,-30.694555454174928,0.1069913977798194,27338251,9.9290518104708,0.08224945606680327,0.08167391690809685,0.10988660164303014,0.41551474054599047,0.7027110716901078,0.16621657137206586,12.704549557963865,-0.03723633264854991,4731703,0.0015582390615916627,2.499839439088691,1,0,5.803,1.0,0.023690194506735988,0.0164667367793271,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
KOSDAQ,004780,(주)대륙제관,2025,2026,other,manufacturing,1994,,,0,,,,,,0,1000000.0,,,,,,,1000000.0,,0,,,0,0,5.803,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
KOSDAQ,005160,동국산업(주),2025,2026,other,manufacturing,1999,1.275243488249385,0.2029096453119826,872019766,0.5401732625404732,0.8512578657516147,0.3287094778996099,-7.683680710602048,-0.015197007776355421,62488440,0.6253557937785124,-0.01113238641886473,0.008056570818602293,-0.020608917898876235,0.22457602381457306,0.31415601782970726,0.12373517603538238,8.015572723282544,-0.11594907586074144,19975553,0.006250440887368601,1.814973162929473,1,0,5.803,0.6842742355335554,-0.07509502785433497,0.022299307523491407,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
KOSDAQ,005290,(주)동진쎄미켐,2025,2026,other,manufacturing,1999,1.9519766704086803,0.6419638736883966,2006130721,0.5491070549235659,0.8211385030177712,0.31846303249946595,-41.85097241256522,0.07879467119949596,310195980,7.592182278002191,0.056301586839614524,0.08596094322011033,0.10253298757462065,0.21143915873970373,0.2993641812689469,0.16016263140206893,8.42023701849537,-0.04843408457030453,65838125,0.006285198600475448,1.3201528776641491,1,0,5.803,0.5238913175902234,-0.0053834116020710894,-0.023101542587067328,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
KOSDAQ,005670,(주)푸드웰,2025,2026,other,manufacturing,1993,1.0851638636116225,0.13060352469395942,238033339,0.48796782622118323,1.0493154389788104,0.2738303393710744,-22.2305222,0.03744347781898494,49466195,7.75251439785821,0.06595186231454746,0.07710280869521391,0.1351561696706069,0.13898006090019416,0.259877203008557,0.05288021686725722,7.155205827911696,-0.0207736152455518,10405360,0.06304112719269127,2.6282051991025193,1,0,5.803,0.7464473790191123,0.006430388161517335,-0.0026493725962543346,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
KOSDAQ,005710,대원산업(주),2025,2026,other,manufacturing,1993,3.6838727933518602,0.33249059794504565,757072601,0.7720601303335239,0.29523590289270313,0.013438273933783532,-57.340876252645025,0.07258701330789193,106831453,173.5579616646961,0.12602258075906778,0.09345692857797663,0.16322897117433977,0.6391379743859531,10.841052005509473,0.1041566227034097,270.5502592808819,-0.04415676377119346,17218162,0.0012667820744446674,6.136316230278751,1,0,5.803,1.0,0.06371281207760109,-0.005374300105078458,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
KOSDAQ,005860,한일사료(주),2025,2026,other,manufacturing,1994,3.3219976037295895,0.9440451940715352,209428791,0.7863061531019391,0.2717692731132039,0.12900662258991888,-7.358362565370154,0.013732252923398736,42954121,3.2796675274099645,0.03593227542434698,0.027987894940385727,0.04569756357952424,0.35166786973440933,0.582522509964856,0.034601174055745455,8.806113981809688,-0.04532458958806671,3003526,0.0002536900478024533,10.163466394748406,1,0,5.803,0.7970856217558999,0.008901124064838933,0.005223317165493039,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
KOSDAQ,005990,매일홀딩스(주),2025,2026,other,manufacturing,1999,2.1052328132465092,0.735515465222457,1423606243,0.6013442960154257,0.6629408587162321,0.07902466047277654,-123.8080657783936,0.03197221893519786,681948592,7.923717302894604,0.06601360837106135,0.044937087284183816,0.1097767265915298,0.1289795206480368,0.6506629866666667,0.03332993803159059,9.066565315435271,-0.0020945665380873156,75654497,0.02776129297994375,3.869779791543212,1,0,5.803,0.1111111111111111,0.048580154929336566,0.00700345599870596,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
KOSDAQ,006050,(주)국영지앤엠,2025,2026,other,manufacturing,1994,,,0,,,,,,0,1000000.0,,,,,,,1000000.0,,0,,,0,0,5.803,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
KOSDAQ,006140,(주)피제이전자,2025,2026,other,manufacturing,1993,,,0,,,,,,0,1000000.0,,,,,,,1000000.0,,0,,,0,0,5.803,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
KOSDAQ,006620,(주)동구바이오제약,2025,2026,other,manufacturing,2018,0.9187279567572022,0.15683730357115072,336349564,0.4523839578992289,1.2105116296426135,0.38058003250451666,-9.690967136052594,0.2067360277672954,144498542,2.6357268510020715,0.1825858469077724,0.0274938129546676,0.4036081379977768,-0.02327613493594512,-0.03349199590200382,-0.01766566302058044,-1.2219472417523911,0.16191355610022434,7244463,0.024744274679660356,1.3175919244484908,1,0,5.803,0.8214774713016213,0.3781401087025553,0.19874982327003402,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
KOSDAQ,006730,(주)서부티엔디,2025,2026,other,it_services,1995,0.46562985017425934,0.08075951233902992,3255148136,0.4260776425690754,1.346990079015659,0.1347640975685538,-40.13922930845845,0.4679155007968169,128216486,1.1812878863060272,0.045577733731746825,0.021607979133764374,0.10697048889242715,0.05680775548475775,0.2419282400610193,0.42736840016361616,1.7823885032455737,0.0030932724347141663,17910351,5.7892910591642576e-05,0.13292455750825083,1,0,5.803,0.40350590353700727,0.12461364818569158,0.12305423617156769,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
KOSDAQ,006910,보성파워텍(주),2025,2026,other,manufacturing,1994,,,0,,,,,,0,1000000.0,,,,,,,1000000.0,,0,,,0,0,5.803,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
KOSDAQ,006920,(주)모헨즈,2025,2026,other,manufacturing,1989,2.9526134935611146,0.4454377191549946,59790460,0.6427115128400083,0.5559080240856561,0.0,-6.038098351648352,-0.043179954238375305,3215699,-42.77665987250098,-0.05599259480525823,-0.04949219323617848,-0.08711932754687811,0.005894925032684698,,0.0015516069740722938,1.8204027350130825,-0.06071970344432875,1560117,0.03504144306633533,3.7992385515083646,0,0,5.803,,-0.13229049065467793,-0.0635622761156699,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
KOSDAQ,007370,진양제약(주),2025,2026,other,manufacturing,2000,,,0,,,,,,0,1000000.0,,,,,,,1000000.0,,0,,,0,0,5.803,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
KOSDAQ,007390,(주)네이처셀,2025,2026,other,manufacturing,1992,3.3183265726235387,1.927010997033072,74731473,0.8434182074799997,0.18565142551029562,0.06690621500261343,-0.9563848908581689,-0.13688747714329286,9457493,-18.1865719658239,-0.03702184486581711,-0.04879127700319784,-0.04389500314017707,0.013394506796855265,0.0313474,0.0075591954593415625,0.7817657650468101,-0.04007743832374346,1631618,0.018584204810200917,1.7719487303774497,0,0,5.803,1.0,0.0379730359837866,-0.17480921552394268,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
KOSDAQ,007530,(주)와이엠,2025,2026,other,manufacturing,1994,0.8877018743479038,0.20594196845247348,148546744,0.354516871807032,1.8207402228921634,0.3728188751144892,-3.7327921269087154,0.014120685124329756,26666546,1.5403813216098734,0.02270868353735172,0.02683290049090541,0.06405529706273709,0.05061455397908922,0.08763193822866783,0.027396310279822957,1.8755166886172376,-0.015831541888255727,5470966,0.0018453181309716219,1.8474952817411405,1,0,5.803,0.827207583535373,-0.05023789648561777,-0.01604499066758318,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
KOSDAQ,007680,(주)대원,2025,2026,other,construction,2017,6.711742125239817,1.2349624844447213,509462620,0.548200973017412,0.8241485316886477,0.3337076349193195,-40.54068999798758,-0.07579171381385696,12348941,-29.08499250333596,-0.01869505951192258,-0.02699633586464106,-0.03410256535850546,-0.3014344286189974,-0.40810508150957214,-0.6188118025081012,-146.724378643918,0.11950758035987018,1643925,0.0010176193103234935,0.48711809858386007,1,0,5.803,0.23187212451181116,0.05857582343938705,-0.08528284433898023,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
KOSDAQ,007720,(주)소노스퀘어,2025,2026,other,wholesale_retail,1994,1.197011600128602,0.4431649166078262,126647088,0.5927184997731649,0.6871415357926282,0.0,-0.4893995413710951,-0.01658589364394122,32702365,0.35780857271583744,-0.019144245937972138,0.01103024176915935,-0.032299052493382094,0.1545052738007332,,0.048931477031356585,2.041285269597152,-0.08425702610706691,1785013,0.0033202816317419,3.1575845074474684,0,0,5.803,,-0.1381278657439516,0.06102396271151614,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
