market,stock_code,corp_name,fiscal_year,eval_year,firm_size_group,industry_macro_category,label_eval_year
KOSDAQ,52900,(주)케이엑스하이텍,2018,2019,small_and_medium,manufacturing,2019
KOSDAQ,52900,(주)케이엑스하이텍,2019,2020,small_and_medium,manufacturing,2020
KOSDAQ,52900,(주)케이엑스하이텍,2020,2021,small_and_medium,manufacturing,2021
KOSDAQ,52900,(주)케이엑스하이텍,2021,2022,small_and_medium,manufacturing,2022
KOSDAQ,53060,(주)세동,2014,2015,small_and_medium,manufacturing,2015
KOSDAQ,53060,(주)세동,2015,2016,small_and_medium,manufacturing,2016
KOSDAQ,53060,(주)세동,2016,2017,small_and_medium,manufacturing,2017
KOSDAQ,53060,(주)세동,2017,2018,mid_sized,manufacturing,2018
KOSDAQ,53060,(주)세동,2018,2019,mid_sized,manufacturing,2019
KOSDAQ,53060,(주)세동,2019,2020,mid_sized,manufacturing,2020
KOSDAQ,53060,(주)세동,2020,2021,mid_sized,manufacturing,2021
KOSDAQ,53060,(주)세동,2021,2022,mid_sized,manufacturing,2022
KOSDAQ,53080,케이엔솔(주),2020,2021,mid_sized,manufacturing,2021
KOSDAQ,53080,케이엔솔(주),2021,2022,mid_sized,manufacturing,2022
KOSDAQ,53260,금강철강(주),2020,2021,mid_sized,manufacturing,2021
KOSDAQ,53260,금강철강(주),2021,2022,mid_sized,manufacturing,2022
KOSDAQ,53300,한국정보인증(주),2014,2015,mid_sized,it_services,2015
KOSDAQ,53300,한국정보인증(주),2015,2016,mid_sized,it_services,2016
KOSDAQ,53300,한국정보인증(주),2016,2017,mid_sized,it_services,2017
KOSDAQ,53300,한국정보인증(주),2017,2018,mid_sized,it_services,2018
KOSDAQ,53300,한국정보인증(주),2018,2019,mid_sized,it_services,2019
KOSDAQ,53350,이니텍(주),2020,2021,large,it_services,2021
KOSDAQ,53350,이니텍(주),2021,2022,large,it_services,2022
KOSDAQ,53580,웹케시(주),2019,2020,small_and_medium,it_services,2020
KOSDAQ,53580,웹케시(주),2020,2021,small_and_medium,it_services,2021
KOSDAQ,53580,웹케시(주),2021,2022,small_and_medium,it_services,2022
KOSDAQ,53700,삼보모터스(주),2021,2022,mid_sized,manufacturing,2022
KOSDAQ,54090,(주)삼진엘앤디,2014,2015,small_and_medium,manufacturing,2015
KOSDAQ,54090,(주)삼진엘앤디,2018,2019,small_and_medium,manufacturing,2019
KOSDAQ,54090,(주)삼진엘앤디,2019,2020,small_and_medium,manufacturing,2020
KOSDAQ,54090,(주)삼진엘앤디,2020,2021,small_and_medium,manufacturing,2021
KOSDAQ,54090,(주)삼진엘앤디,2021,2022,small_and_medium,manufacturing,2022
KOSDAQ,54180,(주)메디콕스,2014,2015,small_and_medium,manufacturing,2015
KOSDAQ,54180,(주)메디콕스,2015,2016,small_and_medium,manufacturing,2016
KOSDAQ,54180,(주)메디콕스,2017,2018,small_and_medium,manufacturing,2018
KOSDAQ,54180,(주)메디콕스,2018,2019,small_and_medium,manufacturing,2019
KOSDAQ,54180,(주)메디콕스,2019,2020,small_and_medium,manufacturing,2020
KOSDAQ,54220,(주)비츠로시스,2014,2015,small_and_medium,manufacturing,2015
KOSDAQ,54220,(주)비츠로시스,2015,2016,small_and_medium,manufacturing,2016
KOSDAQ,54220,(주)비츠로시스,2016,2017,small_and_medium,manufacturing,2017
KOSDAQ,54220,(주)비츠로시스,2017,2018,small_and_medium,manufacturing,2018
KOSDAQ,54450,(주)텔레칩스,2016,2017,small_and_medium,manufacturing,2017
KOSDAQ,54450,(주)텔레칩스,2017,2018,small_and_medium,manufacturing,2018
KOSDAQ,54450,(주)텔레칩스,2018,2019,small_and_medium,manufacturing,2019
KOSDAQ,54450,(주)텔레칩스,2019,2020,small_and_medium,manufacturing,2020
KOSDAQ,54540,삼영엠텍(주),2019,2020,small_and_medium,manufacturing,2020
KOSDAQ,54540,삼영엠텍(주),2020,2021,small_and_medium,manufacturing,2021
KOSDAQ,54540,삼영엠텍(주),2021,2022,small_and_medium,manufacturing,2022
KOSDAQ,54940,(주)엑사이엔씨,2019,2020,mid_sized,construction,2020
KOSDAQ,56190,(주)에스에프에이,2016,2017,mid_sized,manufacturing,2017
KOSDAQ,56190,(주)에스에프에이,2017,2018,mid_sized,manufacturing,2018
KOSDAQ,56190,(주)에스에프에이,2018,2019,mid_sized,manufacturing,2019
KOSDAQ,56190,(주)에스에프에이,2019,2020,mid_sized,manufacturing,2020
KOSDAQ,56190,(주)에스에프에이,2020,2021,mid_sized,manufacturing,2021
KOSDAQ,56190,(주)에스에프에이,2021,2022,mid_sized,manufacturing,2022
KOSDAQ,56700,신화인터텍(주),2014,2015,large,manufacturing,2015
KOSDAQ,56730,씨앤티85(주),2015,2016,small_and_medium,construction,2016
KOSDAQ,56730,씨앤티85(주),2016,2017,mid_sized,construction,2017
KOSDAQ,56730,씨앤티85(주),2017,2018,small_and_medium,construction,2018
KOSDAQ,57500,에스케이씨솔믹스(주),2014,2015,large,manufacturing,2015
KOSDAQ,57500,에스케이씨솔믹스(주),2015,2016,large,manufacturing,2016
KOSDAQ,57500,에스케이씨솔믹스(주),2016,2017,large,manufacturing,2017
KOSDAQ,57500,에스케이씨솔믹스(주),2017,2018,large,manufacturing,2018
KOSDAQ,57680,(주)티사이언티픽,2017,2018,small_and_medium,it_services,2018
KOSDAQ,57680,(주)티사이언티픽,2018,2019,small_and_medium,it_services,2019
KOSDAQ,57680,(주)티사이언티픽,2019,2020,small_and_medium,it_services,2020
KOSDAQ,58400,(주)케이엔엔,2018,2019,mid_sized,it_services,2019
KOSDAQ,58400,(주)케이엔엔,2019,2020,mid_sized,it_services,2020
KOSDAQ,58400,(주)케이엔엔,2020,2021,mid_sized,it_services,2021
KOSDAQ,58400,(주)케이엔엔,2021,2022,mid_sized,it_services,2022
KOSDAQ,58470,리노공업(주),2016,2017,small_and_medium,manufacturing,2017
KOSDAQ,58470,리노공업(주),2017,2018,small_and_medium,manufacturing,2018
KOSDAQ,58470,리노공업(주),2018,2019,small_and_medium,manufacturing,2019
KOSDAQ,58470,리노공업(주),2019,2020,small_and_medium,manufacturing,2020
KOSDAQ,58470,리노공업(주),2020,2021,mid_sized,manufacturing,2021
KOSDAQ,59090,(주)미코,2014,2015,mid_sized,manufacturing,2015
KOSDAQ,59090,(주)미코,2015,2016,small_and_medium,manufacturing,2016
KOSDAQ,59090,(주)미코,2016,2017,small_and_medium,manufacturing,2017
KOSDAQ,59090,(주)미코,2017,2018,small_and_medium,manufacturing,2018
KOSDAQ,59090,(주)미코,2018,2019,small_and_medium,manufacturing,2019
KOSDAQ,59090,(주)미코,2019,2020,small_and_medium,manufacturing,2020
KOSDAQ,59090,(주)미코,2020,2021,small_and_medium,manufacturing,2021
KOSDAQ,59120,(주)아진엑스텍,2017,2018,small_and_medium,manufacturing,2018
KOSDAQ,59120,(주)아진엑스텍,2018,2019,small_and_medium,manufacturing,2019
KOSDAQ,59120,(주)아진엑스텍,2019,2020,small_and_medium,manufacturing,2020
KOSDAQ,59120,(주)아진엑스텍,2020,2021,small_and_medium,manufacturing,2021
KOSDAQ,59120,(주)아진엑스텍,2021,2022,small_and_medium,manufacturing,2022
KOSDAQ,60150,인선이엔티(주),2020,2021,mid_sized,other,2021
KOSDAQ,60150,인선이엔티(주),2021,2022,mid_sized,other,2022
KOSDAQ,60250,엔에이치엔케이씨피(주),2014,2015,mid_sized,other,2015
KOSDAQ,60250,엔에이치엔케이씨피(주),2015,2016,mid_sized,other,2016
KOSDAQ,60250,엔에이치엔케이씨피(주),2016,2017,mid_sized,other,2017
KOSDAQ,60250,엔에이치엔케이씨피(주),2017,2018,mid_sized,other,2018
KOSDAQ,60250,엔에이치엔케이씨피(주),2018,2019,mid_sized,other,2019
KOSDAQ,60250,엔에이치엔케이씨피(주),2019,2020,other,other,2020
KOSDAQ,60250,엔에이치엔케이씨피(주),2020,2021,other,other,2021
KOSDAQ,60250,엔에이치엔케이씨피(주),2021,2022,other,other,2022
KOSDAQ,60300,(주)레드로버,2014,2015,small_and_medium,it_services,2015
KOSDAQ,60300,(주)레드로버,2015,2016,small_and_medium,it_services,2016
KOSDAQ,60300,(주)레드로버,2016,2017,small_and_medium,it_services,2017
KOSDAQ,60300,(주)레드로버,2017,2018,small_and_medium,it_services,2018
KOSDAQ,60300,(주)레드로버,2018,2019,small_and_medium,it_services,2019
KOSDAQ,60370,엘에스마린솔루션(주),2019,2020,large,construction,2020
KOSDAQ,60370,엘에스마린솔루션(주),2020,2021,large,construction,2021
KOSDAQ,60370,엘에스마린솔루션(주),2021,2022,large,construction,2022
KOSDAQ,60560,(주)에이치씨홈센타,2020,2021,mid_sized,wholesale_retail,2021
KOSDAQ,60720,(주)케이에이치바텍,2014,2015,mid_sized,manufacturing,2015
KOSDAQ,60850,(주)영림원소프트랩,2020,2021,small_and_medium,it_services,2021
KOSDAQ,60850,(주)영림원소프트랩,2021,2022,small_and_medium,it_services,2022
KOSDAQ,61040,(주)알에프텍,2014,2015,mid_sized,manufacturing,2015
KOSDAQ,61040,(주)알에프텍,2015,2016,mid_sized,manufacturing,2016
KOSDAQ,61040,(주)알에프텍,2016,2017,mid_sized,manufacturing,2017
KOSDAQ,61040,(주)알에프텍,2017,2018,mid_sized,manufacturing,2018
KOSDAQ,61040,(주)알에프텍,2018,2019,mid_sized,manufacturing,2019
KOSDAQ,61040,(주)알에프텍,2019,2020,mid_sized,manufacturing,2020
KOSDAQ,61040,(주)알에프텍,2020,2021,mid_sized,manufacturing,2021
KOSDAQ,61040,(주)알에프텍,2021,2022,mid_sized,manufacturing,2022
KOSDAQ,62860,(주)티엘아이,2020,2021,small_and_medium,manufacturing,2021
KOSDAQ,62860,(주)티엘아이,2021,2022,small_and_medium,manufacturing,2022
KOSDAQ,62970,(주)한국첨단소재,2019,2020,small_and_medium,manufacturing,2020
KOSDAQ,62970,(주)한국첨단소재,2020,2021,small_and_medium,manufacturing,2021
KOSDAQ,62970,(주)한국첨단소재,2021,2022,small_and_medium,manufacturing,2022
KOSDAQ,64240,(주)홈캐스트,2019,2020,small_and_medium,wholesale_retail,2020
KOSDAQ,64240,(주)홈캐스트,2021,2022,small_and_medium,wholesale_retail,2022
KOSDAQ,64480,(주)브리지텍,2014,2015,small_and_medium,it_services,2015
KOSDAQ,64480,(주)브리지텍,2015,2016,small_and_medium,it_services,2016
KOSDAQ,64480,(주)브리지텍,2016,2017,small_and_medium,it_services,2017
KOSDAQ,64480,(주)브리지텍,2017,2018,small_and_medium,it_services,2018
KOSDAQ,64480,(주)브리지텍,2018,2019,small_and_medium,it_services,2019
KOSDAQ,64480,(주)브리지텍,2019,2020,small_and_medium,it_services,2020
KOSDAQ,64480,(주)브리지텍,2020,2021,small_and_medium,it_services,2021
KOSDAQ,64480,(주)브리지텍,2021,2022,small_and_medium,it_services,2022
KOSDAQ,64510,유네코(주),2018,2019,small_and_medium,manufacturing,2019
KOSDAQ,65370,(주)위세아이텍,2020,2021,small_and_medium,it_services,2021
KOSDAQ,65370,(주)위세아이텍,2021,2022,small_and_medium,it_services,2022
KOSDAQ,65650,(주)하이퍼코퍼레이션,2021,2022,small_and_medium,wholesale_retail,2022
KOSDAQ,65680,(주)우주일렉트로닉스,2014,2015,mid_sized,manufacturing,2015
KOSDAQ,65680,(주)우주일렉트로닉스,2018,2019,mid_sized,manufacturing,2019
KOSDAQ,65680,(주)우주일렉트로닉스,2019,2020,mid_sized,manufacturing,2020
KOSDAQ,65690,(주)파커스,2014,2015,small_and_medium,manufacturing,2015
KOSDAQ,65690,(주)파커스,2015,2016,small_and_medium,manufacturing,2016
KOSDAQ,65690,(주)파커스,2016,2017,small_and_medium,manufacturing,2017
KOSDAQ,65690,(주)파커스,2017,2018,small_and_medium,manufacturing,2018
KOSDAQ,65690,(주)파커스,2018,2019,small_and_medium,manufacturing,2019
KOSDAQ,65690,(주)파커스,2019,2020,small_and_medium,manufacturing,2020
KOSDAQ,65690,(주)파커스,2020,2021,small_and_medium,manufacturing,2021
KOSDAQ,65690,(주)파커스,2021,2022,small_and_medium,manufacturing,2022
KOSDAQ,65770,(주)씨에스,2014,2015,small_and_medium,manufacturing,2015
KOSDAQ,65770,(주)씨에스,2015,2016,small_and_medium,manufacturing,2016
KOSDAQ,65770,(주)씨에스,2016,2017,small_and_medium,manufacturing,2017
KOSDAQ,65770,(주)씨에스,2017,2018,small_and_medium,manufacturing,2018
KOSDAQ,65770,(주)씨에스,2018,2019,small_and_medium,manufacturing,2019
KOSDAQ,65770,(주)씨에스,2019,2020,small_and_medium,manufacturing,2020
KOSDAQ,65770,(주)씨에스,2020,2021,small_and_medium,manufacturing,2021
KOSDAQ,65770,(주)씨에스,2021,2022,small_and_medium,manufacturing,2022
KOSDAQ,66130,(주)하츠,2014,2015,mid_sized,manufacturing,2015
KOSDAQ,66130,(주)하츠,2015,2016,mid_sized,manufacturing,2016
KOSDAQ,66130,(주)하츠,2016,2017,mid_sized,manufacturing,2017
KOSDAQ,66700,(주)테라젠이텍스,2015,2016,mid_sized,manufacturing,2016
KOSDAQ,66700,(주)테라젠이텍스,2016,2017,mid_sized,manufacturing,2017
KOSDAQ,66700,(주)테라젠이텍스,2017,2018,mid_sized,manufacturing,2018
KOSDAQ,66700,(주)테라젠이텍스,2019,2020,mid_sized,manufacturing,2020
KOSDAQ,66700,(주)테라젠이텍스,2021,2022,mid_sized,manufacturing,2022
KOSDAQ,67280,(주)멀티캠퍼스,2014,2015,large,it_services,2015
KOSDAQ,67280,(주)멀티캠퍼스,2015,2016,large,it_services,2016
KOSDAQ,67280,(주)멀티캠퍼스,2016,2017,large,it_services,2017
KOSDAQ,67280,(주)멀티캠퍼스,2017,2018,large,it_services,2018
KOSDAQ,67280,(주)멀티캠퍼스,2018,2019,large,it_services,2019
KOSDAQ,67280,(주)멀티캠퍼스,2019,2020,large,it_services,2020
KOSDAQ,67280,(주)멀티캠퍼스,2020,2021,large,it_services,2021
KOSDAQ,67280,(주)멀티캠퍼스,2021,2022,large,it_services,2022
KOSDAQ,67310,하나마이크론(주),2020,2021,mid_sized,manufacturing,2021
KOSDAQ,67310,하나마이크론(주),2021,2022,mid_sized,manufacturing,2022
KOSDAQ,67570,엔브이에이치코리아(주),2014,2015,mid_sized,manufacturing,2015
KOSDAQ,67570,엔브이에이치코리아(주),2016,2017,mid_sized,manufacturing,2017
KOSDAQ,67570,엔브이에이치코리아(주),2017,2018,mid_sized,manufacturing,2018
KOSDAQ,67570,엔브이에이치코리아(주),2018,2019,mid_sized,manufacturing,2019
KOSDAQ,67570,엔브이에이치코리아(주),2019,2020,mid_sized,manufacturing,2020
KOSDAQ,67570,엔브이에이치코리아(주),2021,2022,mid_sized,manufacturing,2022
KOSDAQ,67730,(주)로지시스,2021,2022,small_and_medium,it_services,2022
KOSDAQ,67920,(주)이글루코퍼레이션,2017,2018,small_and_medium,it_services,2018
KOSDAQ,68240,(주)다원시스,2021,2022,mid_sized,manufacturing,2022
KOSDAQ,68790,(주)디엠에스,2021,2022,mid_sized,manufacturing,2022
KOSDAQ,68940,(주)셀피글로벌,2014,2015,mid_sized,manufacturing,2015
KOSDAQ,68940,(주)셀피글로벌,2015,2016,small_and_medium,manufacturing,2016
KOSDAQ,68940,(주)셀피글로벌,2016,2017,mid_sized,manufacturing,2017
KOSDAQ,68940,(주)셀피글로벌,2017,2018,small_and_medium,manufacturing,2018
KOSDAQ,68940,(주)셀피글로벌,2018,2019,small_and_medium,manufacturing,2019
KOSDAQ,68940,(주)셀피글로벌,2019,2020,small_and_medium,manufacturing,2020
KOSDAQ,68940,(주)셀피글로벌,2020,2021,small_and_medium,manufacturing,2021
KOSDAQ,68940,(주)셀피글로벌,2021,2022,small_and_medium,manufacturing,2022
KOSDAQ,69140,(주)누리플랜,2021,2022,small_and_medium,manufacturing,2022
KOSDAQ,69510,에스텍(주),2017,2018,mid_sized,manufacturing,2018
KOSDAQ,69510,에스텍(주),2018,2019,mid_sized,manufacturing,2019
KOSDAQ,69510,에스텍(주),2019,2020,mid_sized,manufacturing,2020
KOSDAQ,69510,에스텍(주),2020,2021,mid_sized,manufacturing,2021
KOSDAQ,69510,에스텍(주),2021,2022,mid_sized,manufacturing,2022
KOSDAQ,70300,엑스큐어(주),2018,2019,small_and_medium,it_services,2019
KOSDAQ,71200,(주)인피니트헬스케어,2021,2022,small_and_medium,it_services,2022
KOSDAQ,72020,(주)중앙백신연구소,2020,2021,small_and_medium,manufacturing,2021
KOSDAQ,72990,(주)에이치시티,2018,2019,small_and_medium,it_services,2019
KOSDAQ,72990,(주)에이치시티,2019,2020,small_and_medium,it_services,2020
KOSDAQ,72990,(주)에이치시티,2020,2021,small_and_medium,it_services,2021
KOSDAQ,72990,(주)에이치시티,2021,2022,small_and_medium,it_services,2022
KOSDAQ,73190,(주)듀오백,2020,2021,small_and_medium,manufacturing,2021
KOSDAQ,73190,(주)듀오백,2021,2022,small_and_medium,manufacturing,2022
KOSDAQ,73560,우리손에프앤지농업회사법인(주),2019,2020,mid_sized,manufacturing,2020
KOSDAQ,73560,우리손에프앤지농업회사법인(주),2020,2021,mid_sized,manufacturing,2021
KOSDAQ,73560,우리손에프앤지농업회사법인(주),2021,2022,mid_sized,manufacturing,2022
KOSDAQ,74600,(주)원익큐엔씨,2018,2019,mid_sized,manufacturing,2019
KOSDAQ,74600,(주)원익큐엔씨,2019,2020,mid_sized,manufacturing,2020
KOSDAQ,75130,(주)플랜티넷,2021,2022,small_and_medium,it_services,2022
KOSDAQ,75970,(주)동국알앤에스,2014,2015,mid_sized,manufacturing,2015
KOSDAQ,75970,(주)동국알앤에스,2015,2016,mid_sized,manufacturing,2016
KOSDAQ,75970,(주)동국알앤에스,2016,2017,mid_sized,manufacturing,2017
KOSDAQ,75970,(주)동국알앤에스,2017,2018,mid_sized,manufacturing,2018
KOSDAQ,75970,(주)동국알앤에스,2018,2019,mid_sized,manufacturing,2019
KOSDAQ,75970,(주)동국알앤에스,2019,2020,mid_sized,manufacturing,2020
KOSDAQ,78070,(주)유비쿼스홀딩스,2015,2016,mid_sized,it_services,2016
KOSDAQ,78140,대봉엘에스(주),2014,2015,small_and_medium,manufacturing,2015
KOSDAQ,78140,대봉엘에스(주),2015,2016,small_and_medium,manufacturing,2016
KOSDAQ,78140,대봉엘에스(주),2016,2017,small_and_medium,manufacturing,2017
KOSDAQ,78140,대봉엘에스(주),2017,2018,small_and_medium,manufacturing,2018
KOSDAQ,78140,대봉엘에스(주),2018,2019,small_and_medium,manufacturing,2019
KOSDAQ,78140,대봉엘에스(주),2019,2020,small_and_medium,manufacturing,2020
KOSDAQ,78140,대봉엘에스(주),2020,2021,small_and_medium,manufacturing,2021
KOSDAQ,78140,대봉엘에스(주),2021,2022,small_and_medium,manufacturing,2022
KOSDAQ,78150,(주)에이치비테크놀러지,2014,2015,small_and_medium,manufacturing,2015
KOSDAQ,78150,(주)에이치비테크놀러지,2015,2016,small_and_medium,manufacturing,2016
KOSDAQ,78150,(주)에이치비테크놀러지,2016,2017,small_and_medium,manufacturing,2017
KOSDAQ,78150,(주)에이치비테크놀러지,2017,2018,mid_sized,manufacturing,2018
KOSDAQ,78150,(주)에이치비테크놀러지,2018,2019,mid_sized,manufacturing,2019
KOSDAQ,78150,(주)에이치비테크놀러지,2019,2020,mid_sized,manufacturing,2020
KOSDAQ,78150,(주)에이치비테크놀러지,2020,2021,mid_sized,manufacturing,2021
KOSDAQ,78150,(주)에이치비테크놀러지,2021,2022,mid_sized,manufacturing,2022
KOSDAQ,78340,(주)컴투스,2020,2021,mid_sized,it_services,2021
KOSDAQ,78340,(주)컴투스,2021,2022,mid_sized,it_services,2022
KOSDAQ,78590,(주)휴림에이텍,2014,2015,small_and_medium,manufacturing,2015
KOSDAQ,78590,(주)휴림에이텍,2015,2016,small_and_medium,manufacturing,2016
KOSDAQ,78940,퀀타피아(주),2019,2020,small_and_medium,wholesale_retail,2020
KOSDAQ,79190,(주)케스피온,2021,2022,small_and_medium,manufacturing,2022
KOSDAQ,79650,(주)서산,2018,2019,small_and_medium,manufacturing,2019
KOSDAQ,79650,(주)서산,2019,2020,small_and_medium,manufacturing,2020
KOSDAQ,79650,(주)서산,2020,2021,small_and_medium,manufacturing,2021
KOSDAQ,79650,(주)서산,2021,2022,small_and_medium,manufacturing,2022
KOSDAQ,79810,(주)디이엔티,2014,2015,small_and_medium,manufacturing,2015
KOSDAQ,79810,(주)디이엔티,2015,2016,small_and_medium,manufacturing,2016
KOSDAQ,79810,(주)디이엔티,2016,2017,small_and_medium,manufacturing,2017
KOSDAQ,79810,(주)디이엔티,2017,2018,small_and_medium,manufacturing,2018
KOSDAQ,79810,(주)디이엔티,2018,2019,small_and_medium,manufacturing,2019
KOSDAQ,79810,(주)디이엔티,2019,2020,small_and_medium,manufacturing,2020
KOSDAQ,79810,(주)디이엔티,2020,2021,small_and_medium,manufacturing,2021
KOSDAQ,79810,(주)디이엔티,2021,2022,small_and_medium,manufacturing,2022
KOSDAQ,79940,(주)가비아,2019,2020,small_and_medium,it_services,2020
KOSDAQ,79940,(주)가비아,2020,2021,small_and_medium,it_services,2021
KOSDAQ,79940,(주)가비아,2021,2022,small_and_medium,it_services,2022
KOSDAQ,79950,인베니아(주),2014,2015,small_and_medium,manufacturing,2015
KOSDAQ,79950,인베니아(주),2015,2016,small_and_medium,manufacturing,2016
KOSDAQ,79950,인베니아(주),2016,2017,small_and_medium,manufacturing,2017
KOSDAQ,79950,인베니아(주),2017,2018,small_and_medium,manufacturing,2018
KOSDAQ,79950,인베니아(주),2018,2019,small_and_medium,manufacturing,2019
KOSDAQ,79950,인베니아(주),2019,2020,mid_sized,manufacturing,2020
KOSDAQ,79950,인베니아(주),2020,2021,small_and_medium,manufacturing,2021
KOSDAQ,79950,인베니아(주),2021,2022,mid_sized,manufacturing,2022
KOSDAQ,79960,동양이엔피(주),2014,2015,mid_sized,manufacturing,2015
KOSDAQ,79960,동양이엔피(주),2015,2016,mid_sized,manufacturing,2016
KOSDAQ,79960,동양이엔피(주),2016,2017,mid_sized,manufacturing,2017
KOSDAQ,79960,동양이엔피(주),2017,2018,mid_sized,manufacturing,2018
KOSDAQ,79960,동양이엔피(주),2018,2019,mid_sized,manufacturing,2019
KOSDAQ,79960,동양이엔피(주),2019,2020,mid_sized,manufacturing,2020
KOSDAQ,79960,동양이엔피(주),2020,2021,mid_sized,manufacturing,2021
KOSDAQ,79960,동양이엔피(주),2021,2022,mid_sized,manufacturing,2022
KOSDAQ,80000,에스엔유프리시젼(주),2014,2015,small_and_medium,manufacturing,2015
KOSDAQ,80000,에스엔유프리시젼(주),2015,2016,small_and_medium,manufacturing,2016
KOSDAQ,80000,에스엔유프리시젼(주),2016,2017,mid_sized,manufacturing,2017
KOSDAQ,80000,에스엔유프리시젼(주),2017,2018,small_and_medium,manufacturing,2018
KOSDAQ,80000,에스엔유프리시젼(주),2018,2019,small_and_medium,manufacturing,2019
KOSDAQ,80000,에스엔유프리시젼(주),2019,2020,small_and_medium,manufacturing,2020
KOSDAQ,80000,에스엔유프리시젼(주),2020,2021,mid_sized,manufacturing,2021
KOSDAQ,80000,에스엔유프리시젼(주),2021,2022,mid_sized,manufacturing,2022
KOSDAQ,80010,(주)이상네트웍스,2016,2017,small_and_medium,wholesale_retail,2017
KOSDAQ,80010,(주)이상네트웍스,2017,2018,small_and_medium,wholesale_retail,2018
KOSDAQ,80010,(주)이상네트웍스,2018,2019,small_and_medium,wholesale_retail,2019
KOSDAQ,80010,(주)이상네트웍스,2019,2020,small_and_medium,wholesale_retail,2020
KOSDAQ,80010,(주)이상네트웍스,2020,2021,small_and_medium,wholesale_retail,2021
KOSDAQ,80010,(주)이상네트웍스,2021,2022,small_and_medium,wholesale_retail,2022
KOSDAQ,80520,(주)오디텍,2014,2015,small_and_medium,manufacturing,2015
KOSDAQ,80520,(주)오디텍,2015,2016,small_and_medium,manufacturing,2016
KOSDAQ,80520,(주)오디텍,2016,2017,small_and_medium,manufacturing,2017
KOSDAQ,80520,(주)오디텍,2017,2018,small_and_medium,manufacturing,2018
KOSDAQ,80520,(주)오디텍,2018,2019,small_and_medium,manufacturing,2019
KOSDAQ,80520,(주)오디텍,2019,2020,small_and_medium,manufacturing,2020
KOSDAQ,80520,(주)오디텍,2020,2021,small_and_medium,manufacturing,2021
KOSDAQ,80520,(주)오디텍,2021,2022,small_and_medium,manufacturing,2022
KOSDAQ,80530,(주)코디,2014,2015,small_and_medium,manufacturing,2015
KOSDAQ,80530,(주)코디,2016,2017,small_and_medium,manufacturing,2017
KOSDAQ,80530,(주)코디,2017,2018,small_and_medium,manufacturing,2018
KOSDAQ,80530,(주)코디,2018,2019,small_and_medium,manufacturing,2019
KOSDAQ,80530,(주)코디,2019,2020,small_and_medium,manufacturing,2020
KOSDAQ,80530,(주)코디,2020,2021,small_and_medium,manufacturing,2021
KOSDAQ,80530,(주)코디,2021,2022,small_and_medium,manufacturing,2022
KOSDAQ,80580,(주)오킨스전자,2020,2021,small_and_medium,manufacturing,2021
KOSDAQ,81580,성우전자(주),2016,2017,small_and_medium,manufacturing,2017
KOSDAQ,81580,성우전자(주),2017,2018,small_and_medium,manufacturing,2018
KOSDAQ,81580,성우전자(주),2018,2019,small_and_medium,manufacturing,2019
KOSDAQ,81580,성우전자(주),2019,2020,small_and_medium,manufacturing,2020
KOSDAQ,81580,성우전자(주),2020,2021,small_and_medium,manufacturing,2021
KOSDAQ,82920,(주)비츠로셀,2020,2021,small_and_medium,manufacturing,2021
KOSDAQ,82920,(주)비츠로셀,2021,2022,small_and_medium,manufacturing,2022
KOSDAQ,83310,(주)엘오티베큠,2014,2015,small_and_medium,manufacturing,2015
KOSDAQ,83310,(주)엘오티베큠,2015,2016,small_and_medium,manufacturing,2016
KOSDAQ,83310,(주)엘오티베큠,2016,2017,small_and_medium,manufacturing,2017
KOSDAQ,83310,(주)엘오티베큠,2017,2018,small_and_medium,manufacturing,2018
KOSDAQ,83310,(주)엘오티베큠,2018,2019,small_and_medium,manufacturing,2019
KOSDAQ,83310,(주)엘오티베큠,2019,2020,mid_sized,manufacturing,2020
KOSDAQ,83310,(주)엘오티베큠,2020,2021,mid_sized,manufacturing,2021
KOSDAQ,83310,(주)엘오티베큠,2021,2022,mid_sized,manufacturing,2022
KOSDAQ,83450,(주)글로벌스탠다드테크놀로지,2015,2016,small_and_medium,manufacturing,2016
KOSDAQ,83450,(주)글로벌스탠다드테크놀로지,2016,2017,small_and_medium,manufacturing,2017
KOSDAQ,83450,(주)글로벌스탠다드테크놀로지,2017,2018,small_and_medium,manufacturing,2018
KOSDAQ,83450,(주)글로벌스탠다드테크놀로지,2018,2019,small_and_medium,manufacturing,2019
KOSDAQ,83450,(주)글로벌스탠다드테크놀로지,2019,2020,small_and_medium,manufacturing,2020
KOSDAQ,83450,(주)글로벌스탠다드테크놀로지,2020,2021,small_and_medium,manufacturing,2021
KOSDAQ,83450,(주)글로벌스탠다드테크놀로지,2021,2022,mid_sized,manufacturing,2022
KOSDAQ,83930,(주)아바코,2014,2015,mid_sized,manufacturing,2015
KOSDAQ,83930,(주)아바코,2015,2016,mid_sized,manufacturing,2016
KOSDAQ,83930,(주)아바코,2016,2017,mid_sized,manufacturing,2017
KOSDAQ,83930,(주)아바코,2017,2018,mid_sized,manufacturing,2018
KOSDAQ,83930,(주)아바코,2018,2019,mid_sized,manufacturing,2019
KOSDAQ,83930,(주)아바코,2019,2020,mid_sized,manufacturing,2020
KOSDAQ,83930,(주)아바코,2020,2021,mid_sized,manufacturing,2021
KOSDAQ,83930,(주)아바코,2021,2022,mid_sized,manufacturing,2022
KOSDAQ,84650,(주)랩지노믹스,2019,2020,small_and_medium,it_services,2020
